************************************************************
*        WINTRANS/FTOWER Version 2007-06-05                *  2023-03-07
*        Structural Analysis of Lattice Towers             *  12:49:04
************************************************************
Data File Name: C:\Documents and Settings\ХР\Рабочий стол\цкад.fto
1614  4     901 -1803  92  -13399  1 3  -13886  1   12783  1  0.13 0.08 0.10 0.10       0.13   L60x6/S355 - 3xM16/8.8
1618  3     901   901  78 -105023  1   -105023  1  105873  1  0.88 0.62 0.73 0.79       0.88   L60x6/S355 - 3xM16/8.8
1622  4     901   901  78  -13166  1    -13166  1   12249  1  0.11 0.07 0.09 0.10       0.11   L60x6/S355 - 3xM16/8.8

Body panel nr 27 
 Mem Ty G  Leng  Lbuc Sle    Fbuc Lc N    Fmin Lc    Fmax Lc  Cbuc Cten Cbea Cbol Cben  Cmax   Profile/Material - Bolt
----------------------------------------------------------------------------------------------------------------------
1626  1    1000  1000  51 -368464  1   -368464  1  341256  1  0.74 0.55                 0.74   L100x10/S355
1630  3     901   901  78 -105209  1 1 -105209  1  106832  1  0.89 0.63 0.73 0.80       0.89   L60x6/S355 - 3xM16/8.8
1634  4     901 -1803  92   -9361  1 3   -9844  1    9665  1  0.09 0.06 0.07 0.07       0.09   L60x6/S355 - 3xM16/8.8
1638  3     901   901  78 -104744  1   -104744  1  106752  1  0.88 0.63 0.73 0.80       0.88   L60x6/S355 - 3xM16/8.8
1642  4     901   901  78   -9534  1     -9534  1    9198  1  0.08 0.05 0.07 0.07       0.08   L60x6/S355 - 3xM16/8.8

Body panel nr 28 
 Mem Ty G  Leng  Lbuc Sle    Fbuc Lc N    Fmin Lc    Fmax Lc  Cbuc Cten Cbea Cbol Cben  Cmax   Profile/Material - Bolt
----------------------------------------------------------------------------------------------------------------------
1646  1    1000  1000  51 -240894  1   -240894  1  218277  1  0.48 0.35                 0.48   L100x10/S355
1650  3     901   901  78 -107406  1 1 -107406  1  102612  1  0.90 0.60 0.74 0.80       0.90   L60x6/S355 - 3xM16/8.8
1654  4     901 -1803  92   -8116  1 3   -8594  1    9859  1  0.08 0.06 0.07 0.07       0.08   L60x6/S355 - 3xM16/8.8
1658  3     901   901  78 -107445  1   -107445  1  102098  1  0.91 0.60 0.74 0.80       0.91   L60x6/S355 - 3xM16/8.8
1662  4     901   901  78   -8793  1     -8793  1   10239  1  0.07 0.06 0.07 0.08       0.08   L60x6/S355 - 3xM16/8.8
1664  6    1500  1500 138  -11914  1    -11914  1    -194  0  0.42      0.20 0.24 0.31  0.42   L45x5/S355 - 2xM12/8.8
1666  7    1500  1500 138     170  0       170  0    4491  1       0.04 0.07 0.09 0.31  0.31   L45x5/S355 - 2xM12/8.8
Plan frame
1667 11 1  2121  2121 200   -2568  1     -2568  1     -41  0  0.21      0.08 0.09 0.64  0.64   L45x5/S355 - 1xM12/8.8

Body panel nr 29 
 Mem Ty G  Leng  Lbuc Sle    Fbuc Lc N    Fmin Lc    Fmax Lc  Cbuc Cten Cbea Cbol Cben  Cmax   Profile/Material - Bolt
----------------------------------------------------------------------------------------------------------------------
1671  1    1000  1000  51 -161228  1   -161228  1  136969  1  0.32 0.22                 0.32   L100x10/S355
1675  3     901   901  95  -42539  1 1  -42539  1   41489  1  0.75 0.39 0.70 0.84       0.84   L45x5/S355 - 2xM12/8.8
1679  4     901 -1803 114   -8256  1 3   -8326  1    8913  1  0.18 0.08 0.15 0.18       0.18   L45x5/S355 - 2xM12/8.8
1683  3     901   901  95  -42340  1    -42340  1   41552  1  0.74 0.39 0.69 0.84       0.84   L45x5/S355 - 2xM12/8.8
1687  4     901   901  95   -8335  1     -8335  1    8838  1  0.15 0.08 0.14 0.17       0.17   L45x5/S355 - 2xM12/8.8
1689  6    1500  1500 123     346  0       346  0   14520  1       0.12 0.24 0.29 0.25  0.29   L50x5/S355 - 2xM12/8.8
1691  7    1500  1500 123  -10549  1    -10549  1    3791  1  0.27 0.03 0.17 0.21 0.25  0.27   L50x5/S355 - 2xM12/8.8
Plan frame
1692 11 1  2121  2121 200    -495  1      -495  1      51  0  0.04 0.00 0.01 0.02 0.64  0.64   L45x5/S355 - 1xM12/8.8

Body panel nr 30 
 Mem Ty G  Leng  Lbuc Sle    Fbuc Lc N    Fmin Lc    Fmax Lc  Cbuc Cten Cbea Cbol Cben  Cmax   Profile/Material - Bolt
----------------------------------------------------------------------------------------------------------------------
1696  1    1000  1000  51 -111862  1   -111862  1   99634  1  0.22 0.16                 0.22   L100x10/S355
1700  3     901   901  95  -43424  1 1  -43424  1   46612  1  0.76 0.44 0.76 0.92       0.92   L45x5/S355 - 2xM12/8.8
1704  4     901   901  95    -908  1 1    -908  1    1067  1  0.02 0.01 0.02 0.02       0.02   L45x5/S355 - 2xM12/8.8
1708  3     901   901  95  -43560  1    -43560  1   46502  1  0.76 0.44 0.76 0.92       0.92   L45x5/S355 - 2xM12/8.8
1712  4     901   901  95    -829  1      -829  1    1075  1  0.01 0.01 0.02 0.02       0.02   L45x5/S355 - 2xM12/8.8

Body panel nr 31 
 Mem Ty G  Leng  Lbuc Sle    Fbuc Lc N    Fmin Lc    Fmax Lc  Cbuc Cten Cbea Cbol Cben  Cmax   Profile/Material - Bolt
----------------------------------------------------------------------------------------------------------------------
1716  1    1000  1000  51  -61467  1    -61467  1   52915  1  0.12 0.09                 0.12   L100x10/S355
1720  3     901   901  95  -45302  1 1  -45302  1   46180  1  0.80 0.44 0.76 0.91       0.91   L45x5/S355 - 2xM12/8.8
1724  4     901   901  95   -2004  1 1   -2004  1     658  1  0.04 0.01 0.03 0.04       0.04   L45x5/S355 - 2xM12/8.8
1728  3     901   901  95  -45239  1    -45239  1   46371  1  0.79 0.44 0.76 0.92       0.92   L45x5/S355 - 2xM12/8.8
1732  4     901   901  95   -2122  1     -2122  1     688  1  0.04 0.01 0.03 0.04       0.04   L45x5/S355 - 2xM12/8.8
1734  6    1500  1500 138     -41  0       -41  0   27020  1  0.00 0.26 0.44 0.53 0.31  0.53   L45x5/S355 - 2xM12/8.8
1736  7    1500  1500 138   -9912  1     -9912  1      39  0  0.35 0.00 0.16 0.20 0.31  0.35   L45x5/S355 - 2xM12/8.8

Body panel nr 32 
 Mem Ty G  Leng  Lbuc Sle    Fbuc Lc N    Fmin Lc    Fmax Lc  Cbuc Cten Cbea Cbol Cben  Cmax   Profile/Material - Bolt
----------------------------------------------------------------------------------------------------------------------
1740  1    1000  1000  51  -44744  1    -44744  1   28329  1  0.09 0.05                 0.09   L100x10/S355
1742  3    1803  1803 115  -53511  1    -53511  1   48083  1  0.83 0.28 0.55 0.60       0.83   L60x6/S355 - 2xM16/8.8
1744  4    1803  1803 115  -15228  1    -15228  1    2919  1  0.24 0.02 0.16 0.17       0.24   L60x6/S355 - 2xM16/8.8
1746  6    1500  1500 138   -4233  1     -4233  1   48015  1  0.15 0.46 0.79 0.95 0.31  0.95   L45x5/S355 - 2xM12/8.8
1748  7    1500  1500 138  -21460  1    -21460  1     -47  0  0.75      0.35 0.42 0.31  0.75   L45x5/S355 - 2xM12/8.8
Plan frame
1749 11 1  2121  2121 200      -5  0        -5  0    2294  1  0.00 0.06 0.07 0.08 0.64  0.64   L45x5/S355 - 1xM12/8.8

Cross-arm nr 1    Local panel nr 1 
 Mem Ty G  Leng  Lbuc Sle    Fbuc Lc N    Fmin Lc    Fmax Lc  Cbuc Cten Cbea Cbol Cben  Cmax   Profile/Material - Bolt
----------------------------------------------------------------------------------------------------------------------
1751  1    1140  1140  98  -71520  1    -71520  1    -174  0  0.82      0.74 0.80 0.11  0.82   L60x6/S355 - 2xM16/8.8
1753  2    1245  1245 143     433  0       433  0   21461  1       0.22 0.63 0.76 0.37  0.76   L45x5/S355 - 1xM12/8.8
1755  3    1245  1245 120   -1403  1     -1403  1    -240  0  0.05      0.04 0.05 0.37  0.37   L45x5/S355 - 1xM12/8.8
1756  4    1628  1628 153    -943  1      -943  1       3  0  0.05 0.00 0.03 0.03 0.48  0.48   L45x5/S355 - 1xM12/8.8
1757  5    1703  1703 160       8  0         8  0      18  1       0.00 0.00 0.00 0.51  0.51   L45x5/S355 - 1xM12/8.8
1759  6     500   500  46      99  0        96  0     867  1       0.02 0.03 0.03       0.03   L45x5/S355 - 1xM12/8.8
1760  7     900   900  83      -1  0        -1  0     770  1  0.00 0.02 0.02 0.03 0.26  0.26   L45x5/S355 - 1xM12/8.8

Cross-arm nr 1    Local panel nr 2 
 Mem Ty G  Leng  Lbuc Sle    Fbuc Lc N    Fmin Lc    Fmax Lc  Cbuc Cten Cbea Cbol Cben  Cmax   Profile/Material - Bolt
----------------------------------------------------------------------------------------------------------------------
1763  1    1140  1140  98  -68510  1    -68510  1    -170  0  0.78      0.71 0.77 0.11  0.78   L60x6/S355 - 2xM16/8.8
1765  2    1245  1245 143     183  0       183  0   20487  1       0.21 0.60 0.73 0.37  0.73   L45x5/S355 - 1xM12/8.8
1766  4    1253  1253 121   -3916  1     -3916  1       2  0  0.13 0.00 0.12 0.14 0.37  0.37   L45x5/S355 - 1xM12/8.8
1767  5    1349  1349 128   -1544  1     -1544  1      11  0  0.06 0.00 0.05 0.05 0.40  0.40   L45x5/S355 - 1xM12/8.8

Cross-arm nr 2    Local panel nr 1 
 Mem Ty G  Leng  Lbuc Sle    Fbuc Lc N    Fmin Lc    Fmax Lc  Cbuc Cten Cbea Cbol Cben  Cmax   Profile/Material - Bolt
----------------------------------------------------------------------------------------------------------------------
1770  1    1140  1140  98    -182  0      -182  0   37615  1  0.00 0.24 0.39 0.42 0.11  0.42   L60x6/S355 - 2xM16/8.8
1772  2    1245  1245 143     433  0       433  0   22541  1       0.23 0.66 0.80 0.37  0.80   L45x5/S355 - 1xM12/8.8
1774  3    1245  1245 120    -249  0      -249  0     924  1  0.01 0.02 0.03 0.03 0.37  0.37   L45x5/S355 - 1xM12/8.8
1775  4    1628  1628 153       3  0         3  0     445  1       0.01 0.01 0.02 0.48  0.48   L45x5/S355 - 1xM12/8.8
1776  5    1703  1703 160       8  0         8  0     220  1       0.01 0.01 0.01 0.51  0.51   L45x5/S355 - 1xM12/8.8
1778  6     500   500  46    -526  1      -526  1      99  0  0.01 0.00 0.02 0.02       0.02   L45x5/S355 - 1xM12/8.8
1779  7     900   900  83    -641  1      -641  1      -1  0  0.01      0.02 0.02 0.26  0.26   L45x5/S355 - 1xM12/8.8

Cross-arm nr 2    Local panel nr 2 
 Mem Ty G  Leng  Lbuc Sle    Fbuc Lc N    Fmin Lc    Fmax Lc  Cbuc Cten Cbea Cbol Cben  Cmax   Profile/Material - Bolt
----------------------------------------------------------------------------------------------------------------------
1782  1    1140  1140  98    -178  0      -178  0   33237  1  0.00 0.21 0.34 0.37 0.11  0.37   L60x6/S355 - 2xM16/8.8
1784  2    1245  1245 143     183  0       183  0   18982  1       0.19 0.56 0.67 0.37  0.67   L45x5/S355 - 1xM12/8.8
1785  4    1253  1253 121       2  0         2  0    5053  1       0.13 0.15 0.18 0.37  0.37   L45x5/S355 - 1xM12/8.8
1786  5    1349  1349 128      11  0        11  0    4737  1       0.12 0.14 0.17 0.40  0.40   L45x5/S355 - 1xM12/8.8

Cross-arm nr 3    Local panel nr 1 
 Mem Ty G  Leng  Lbuc Sle    Fbuc Lc N    Fmin Lc    Fmax Lc  Cbuc Cten Cbea Cbol Cben  Cmax   Profile/Material - Bolt
----------------------------------------------------------------------------------------------------------------------
1789  1    1140  1140  98  -71837  1    -71837  1    -174  0  0.82      0.74 0.80 0.11  0.82   L60x6/S355 - 2xM16/8.8
1791  2    1245  1245 143     433  0       433  0   21553  1       0.22 0.64 0.77 0.37  0.77   L45x5/S355 - 1xM12/8.8
1793  3    1245  1245 120   -1230  1     -1230  1    -240  0  0.04      0.04 0.04 0.37  0.37   L45x5/S355 - 1xM12/8.8
1794  4    1628  1628 153    -669  1      -669  1       2  0  0.03 0.00 0.02 0.02 0.48  0.48   L45x5/S355 - 1xM12/8.8
1795  5    1703  1703 160       7  0         7  0     194  1       0.01 0.01 0.01 0.51  0.51   L45x5/S355 - 1xM12/8.8
1797  6     500   500  46      99  0        97  0     663  1       0.02 0.02 0.02       0.02   L45x5/S355 - 1xM12/8.8
1798  7     900   900  83      -1  0        -1  0     747  1  0.00 0.02 0.02 0.03 0.26  0.26   L45x5/S355 - 1xM12/8.8

Cross-arm nr 3    Local panel nr 2 
 Mem Ty G  Leng  Lbuc Sle    Fbuc Lc N    Fmin Lc    Fmax Lc  Cbuc Cten Cbea Cbol Cben  Cmax   Profile/Material - Bolt
----------------------------------------------------------------------------------------------------------------------
1801  1    1140  1140  98  -68396  1    -68396  1    -170  0  0.78      0.71 0.77 0.11  0.78   L60x6/S355 - 2xM16/8.8
1803  2    1245  1245 143     183  0       183  0   20714  1       0.21 0.61 0.74 0.37  0.74   L45x5/S355 - 1xM12/8.8
1804  4    1253  1253 121   -4064  1     -4064  1       2  0  0.13 0.00 0.12 0.14 0.37  0.37   L45x5/S355 - 1xM12/8.8
1805  5    1349  1349 128   -1764  1     -1764  1      12  0  0.06 0.00 0.05 0.06 0.40  0.40   L45x5/S355 - 1xM12/8.8

Cross-arm nr 4    Local panel nr 1 
 Mem Ty G  Leng  Lbuc Sle    Fbuc Lc N    Fmin Lc    Fmax Lc  Cbuc Cten Cbea Cbol Cben  Cmax   Profile/Material - Bolt
----------------------------------------------------------------------------------------------------------------------
1808  1    1140  1140  98    -182  0      -182  0   37785  1  0.00 0.24 0.39 0.42 0.11  0.42   L60x6/S355 - 2xM16/8.8
1810  2    1245  1245 143     433  0       433  0   22915  1       0.23 0.68 0.81 0.37  0.81   L45x5/S355 - 1xM12/8.8
1812  3    1245  1245 120    -255  1      -255  1     758  1  0.01 0.02 0.02 0.03 0.37  0.37   L45x5/S355 - 1xM12/8.8
1813  4    1628  1628 153       2  0         2  0     234  1       0.01 0.01 0.01 0.48  0.48   L45x5/S355 - 1xM12/8.8
1814  5    1703  1703 160       7  0         7  0      73  1       0.00 0.00 0.00 0.51  0.51   L45x5/S355 - 1xM12/8.8
1816  6     500   500  46    -331  1      -331  1      99  0  0.00 0.00 0.01 0.01       0.01   L45x5/S355 - 1xM12/8.8
1817  7     900   900  83    -640  1      -640  1      -1  0  0.01      0.02 0.02 0.26  0.26   L45x5/S355 - 1xM12/8.8

Cross-arm nr 4    Local panel nr 2 
 Mem Ty G  Leng  Lbuc Sle    Fbuc Lc N    Fmin Lc    Fmax Lc  Cbuc Cten Cbea Cbol Cben  Cmax   Profile/Material - Bolt
----------------------------------------------------------------------------------------------------------------------
1820  1    1140  1140  98    -178  0      -178  0   33276  1  0.00 0.21 0.34 0.37 0.11  0.37   L60x6/S355 - 2xM16/8.8
1822  2    1245  1245 143     183  0       183  0   18927  1       0.19 0.56 0.67 0.37  0.67   L45x5/S355 - 1xM12/8.8
1823  4    1253  1253 121       2  0         2  0    5102  1       0.13 0.15 0.18 0.37  0.37   L45x5/S355 - 1xM12/8.8
1824  5    1349  1349 128      12  0        12  0    4834  1       0.13 0.14 0.17 0.40  0.40   L45x5/S355 - 1xM12/8.8

Cross-arm nr 5    Local panel nr 1 
 Mem Ty G  Leng  Lbuc Sle    Fbuc Lc N    Fmin Lc    Fmax Lc  Cbuc Cten Cbea Cbol Cben  Cmax   Profile/Material - Bolt
----------------------------------------------------------------------------------------------------------------------
1827  1    1140  1140  98  -72590  1    -72590  1    -178  0  0.83      0.75 0.81 0.11  0.83   L60x6/S355 - 2xM16/8.8
1829  2    1245  1245 143     437  0       430  0   22072  1       0.23 0.65 0.78 0.37  0.78   L45x5/S355 - 1xM12/8.8
1831  3    1245  1245 120   -1045  1     -1045  1    -239  0  0.03      0.03 0.04 0.37  0.37   L45x5/S355 - 1xM12/8.8
1832  4    1628  1628 153    -332  1      -332  1       4  0  0.02 0.00 0.01 0.01 0.48  0.48   L45x5/S355 - 1xM12/8.8
1833  5    1703  1703 160       9  0         9  0     442  1       0.01 0.01 0.02 0.51  0.51   L45x5/S355 - 1xM12/8.8
1835  6     500   500  46      99  0        96  0     559  1       0.01 0.02 0.02       0.02   L45x5/S355 - 1xM12/8.8
1836  7     900   900  83      -1  0        -1  0     694  1  0.00 0.02 0.02 0.02 0.26  0.26   L45x5/S355 - 1xM12/8.8

Cross-arm nr 5    Local panel nr 2 
 Mem Ty G  Leng  Lbuc Sle    Fbuc Lc N    Fmin Lc    Fmax Lc  Cbuc Cten Cbea Cbol Cben  Cmax   Profile/Material - Bolt
----------------------------------------------------------------------------------------------------------------------
1839  1    1140  1140  98  -68462  1    -68462  1    -171  0  0.78      0.71 0.77 0.11  0.78   L60x6/S355 - 2xM16/8.8
1841  2    1245  1245 143     188  0       185  0   21310  1       0.22 0.63 0.76 0.37  0.76   L45x5/S355 - 1xM12/8.8
1842  4    1253  1253 121   -4563  1     -4563  1      -2  0  0.15      0.13 0.16 0.37  0.37   L45x5/S355 - 1xM12/8.8
1843  5    1349  1349 128   -2362  1     -2362  1       7  0  0.09 0.00 0.07 0.08 0.40  0.40   L45x5/S355 - 1xM12/8.8

Cross-arm nr 6    Local panel nr 1 
 Mem Ty G  Leng  Lbuc Sle    Fbuc Lc N    Fmin Lc    Fmax Lc  Cbuc Cten Cbea Cbol Cben  Cmax   Profile/Material - Bolt
----------------------------------------------------------------------------------------------------------------------
1846  1    1140  1140  98    -179  0      -179  0   40985  1  0.00 0.26 0.42 0.46 0.11  0.46   L60x6/S355 - 2xM16/8.8
1848  2    1245  1245 143     437  0       430  0   17321  1       0.18 0.51 0.62 0.37  0.62   L45x5/S355 - 1xM12/8.8
1850  3    1245  1245 120    -251  1      -251  1     732  1  0.01 0.02 0.02 0.03 0.37  0.37   L45x5/S355 - 1xM12/8.8
1851  4    1628  1628 153       4  0         4  0     435  1       0.01 0.01 0.02 0.48  0.48   L45x5/S355 - 1xM12/8.8
1852  5    1703  1703 160       9  0         9  0     259  1       0.01 0.01 0.01 0.51  0.51   L45x5/S355 - 1xM12/8.8
1854  6     500   500  46    -299  1      -299  1      99  0  0.00 0.00 0.01 0.01       0.01   L45x5/S355 - 1xM12/8.8
1855  7     900   900  83    -664  1      -664  1      -1  0  0.01      0.02 0.02 0.26  0.26   L45x5/S355 - 1xM12/8.8

Cross-arm nr 6    Local panel nr 2 
 Mem Ty G  Leng  Lbuc Sle    Fbuc Lc N    Fmin Lc    Fmax Lc  Cbuc Cten Cbea Cbol Cben  Cmax   Profile/Material - Bolt
----------------------------------------------------------------------------------------------------------------------
1858  1    1140  1140  98    -174  0      -174  0   37319  1  0.00 0.24 0.39 0.42 0.11  0.42   L60x6/S355 - 2xM16/8.8
1860  2    1245  1245 143     188  0       185  0   14444  1       0.15 0.43 0.51 0.37  0.51   L45x5/S355 - 1xM12/8.8
1861  4    1253  1253 121      -2  0        -2  0    4325  1  0.00 0.11 0.13 0.15 0.37  0.37   L45x5/S355 - 1xM12/8.8
1862  5    1349  1349 128       7  0         7  0    3766  1       0.10 0.11 0.13 0.40  0.40   L45x5/S355 - 1xM12/8.8

Cross-arm nr 7    Local panel nr 1 
 Mem Ty G  Leng  Lbuc Sle    Fbuc Lc N    Fmin Lc    Fmax Lc  Cbuc Cten Cbea Cbol Cben  Cmax   Profile/Material - Bolt
----------------------------------------------------------------------------------------------------------------------
1865  1    1269  1269 109    -469  1      -469  1    3377  1  0.01 0.02 0.03 0.04 0.12  0.12   L60x6/S355 - 2xM16/8.8
1867  2    1269  1269 146    -227  1      -227  1    3635  1  0.01 0.04 0.04 0.05 0.22  0.22   L45x5/S355 - 3xM12/8.8
1868  4    1435  1435 135   -3581  1     -3581  1       4  0  0.15 0.00 0.11 0.13 0.43  0.43   L45x5/S355 - 1xM12/8.8
1869  5    1435  1435 135   -3541  1     -3541  1      10  0  0.14 0.00 0.10 0.13 0.43  0.43   L45x5/S355 - 1xM12/8.8

Cross-arm nr 8    Local panel nr 1 
 Mem Ty G  Leng  Lbuc Sle    Fbuc Lc N    Fmin Lc    Fmax Lc  Cbuc Cten Cbea Cbol Cben  Cmax   Profile/Material - Bolt
----------------------------------------------------------------------------------------------------------------------
1872  1    1269  1269 109    -111  0      -111  0   34562  1  0.00 0.22 0.36 0.39 0.12  0.39   L60x6/S355 - 2xM16/8.8
1874  2    1269  1269 146     102  0        98  0   52383  1       0.53 0.57 0.69 0.22  0.69   L45x5/S355 - 3xM12/8.8
1875  4    1435  1435 135       4  0         4  0   11514  1       0.30 0.34 0.41 0.43  0.43   L45x5/S355 - 1xM12/8.8
1876  5    1435  1435 135      10  0        10  0   12189  1       0.32 0.36 0.43 0.43  0.43   L45x5/S355 - 1xM12/8.8


Max use factors for buckling in Body
Typ Memb Pane  Cbuc   Load Case
--------------------------------------------------
  1    4    1  0.97    1  Wind l+лед
  3  706    8  1.00    1  Wind l+лед
  4  711    8  1.00    1  Wind l+лед
  6  315    4  0.99    1  Wind l+лед
  7 1748   32  0.75    1  Wind l+лед
  8 1226   13  0.55    1  Wind l+лед
 10  470    5  0.96    1  Wind l+лед
 11 1140   12  0.35    1  Wind l+лед

Max use factors for joints in Body
Typ Memb Pane  Cjnt Item   Load Case
--------------------------------------------------
  1    2    1  1.25 Bolt    1  Wind l+лед
  3  206    3  1.00 Bolt    1  Wind l+лед
  4 1215   13  0.69 Bolt    1  Wind l+лед
  6 1116   12  0.95 Bolt    1  Wind l+лед
  7 1748   32  0.42 Bolt    1  Wind l+лед
  8 1336   15  0.99 Bolt    1  Wind l+лед
 10   62    1  0.89 Bolt    1  Wind l+лед
 11 1133   12  0.42 Bolt    1  Wind l+лед

Max use factors for buckling in Cross-arms
Typ Memb Pane  Cbuc   Load Case
--------------------------------------------------
  1 1827    9  0.83    1  Wind l+лед
  2 1867   13  0.01    1  Wind l+лед
  3 1755    1  0.05    1  Wind l+лед
  4 1842   10  0.15    1  Wind l+лед
  5 1869   13  0.14    1  Wind l+лед
  6 1778    3  0.01    1  Wind l+лед
  7 1855   11  0.01    1  Wind l+лед

Max use factors for joints in Cross-arms
Typ Memb Pane  Cjnt Item   Load Case
--------------------------------------------------
  1 1827    9  0.81 Bolt    1  Wind l+лед
  2 1810    7  0.81 Bolt    1  Wind l+лед
  3 1755    1  0.05 Bolt    1  Wind l+лед
  4 1875   14  0.41 Bolt    1  Wind l+лед
  5 1876   14  0.43 Bolt    1  Wind l+лед
  6 1759    1  0.03 Bolt    1  Wind l+лед
  7 1760    1  0.03 Bolt    1  Wind l+лед


Key for symbols:
----------------------------------------------------------------------------------------------------------------------
Ty    = Member type
        1 = Leg or chord member (lower/outer)
        2 = Chord member (upper/inner)
        3 = Diagonal member (front face)
        4 = Diagonal member (side/lower/outer face)
        5 = Diagonal member (inner/upper face)
        6 = Horizontal member (front face)
        7 = Horizontal member (side/lower/outer face)
        8 = Horizontal member (inner/upper face or middle)
        9 = Stiffener member
       10 = Redundant member
       11 = Plan frame member
G     = Member group nr in sub-structure
Leng  = Total length of member (mm)
Lbuc  = Buckling length of member (- sign means buckling about x-x axis)
Sle   = Effective slenderness (incl. end restraint effects)
Fbuc  = Design force for buckling (N)
Lc    = Nr of load case controlling the buckling
N     = Nr of special item for buckling of bracings (see separate figure)
        1 = Stability of 1 memb due to v-v axis for length L1 with Fbuc=Fmin
        2 = Stability of 1 memb due to x-x axis for length L2 with Fbuc=Fmin
        3 = Stability of 2 memb in same face due to x-x axis for length L3 with Fbuc=Fave
        4 = Stability of 2 memb in adj faces due to x-x axis for length L4 with Fbuc=Fave
        5 = Stability of 4 memb due to x-x axis for length L5 with Fbuc=Fave
            Fave = Average member force of participating members in case concerned
Fmin  = Minimum force (N), i.e. max compression
Lc    = Nr of load case giving the minimum force
Fmax  = Maximum force (N), i.e. max tension
Lc    = Nr of load case giving the maximum force
Cbuc  = Maximum use factor for buckling
Cten  = Maximum use factor for tension
Cbea  = Maximum use factor for bearing at bolt hole
Cbol  = Maximum use factor for bolt shear or tension
Cben  = Maximum use factor for bending (manload)
Cmax  = Maximum use factor of all above
Mark at the end of line (if any):
 *    = Allowable load capacity exceeded (i.e. any of Ci>1)
 +    = Allowable slenderness exceeded
